,"(0,0)","(1,1)","(1,2)","(1,3)","(1,4)","(2,1)","(2,2)","(2,3)","(2,4)","(3,1)","(3,2)","(3,3)","(3,4)","(4,1)","(4,2)","(4,3)","(4,4)","(5,1)","(5,2)","(5,3)","(5,4)",Question_ID,correctness,end,player_ID,player_experience,start,total,x1,x2,x3,x4,y1,y2,y3,y4
3,0.2,0.0,0.083,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.017,0.0,0.0,0.0,0.033,0.0,0.0,0.1,0.35,0.0,0.0,7,1,155.94043,7,0,154.24854,1.733,1.033,0.0,0.017,0.033,0.1,0.483,0.95,0.0
4,0.183,0.0,0.0,0.0,0.0,0.3,0.4,0.267,0.0,0.117,0.067,0.0,0.0,0.0,0.033,0.0,0.0,0.2,0.133,0.0,0.0,7,1,157.59961,7,0,155.94043,1.7,0.0,0.967,0.184,0.033,0.617,0.633,0.267,0.0
5,0.067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.433,0.0,0.0,0.0,0.017,0.383,0.0,7,1,158.86571999999998,7,0,157.59961,1.3,0.0,0.0,0.0,0.833,0.4,0.45,0.383,0.0
0,0.067,0.0,0.0,0.033,0.0,0.0,0.25,0.616,0.25,0.0,0.267,0.283,0.017,0.0,0.0,0.0,0.0,0.4,0.083,0.25,0.05,8,1,168.03223,7,0,165.51904,2.566,0.033,1.116,0.567,0.0,0.4,0.6,1.182,0.317
1,0.067,0.0,0.55,0.95,0.0,0.183,0.583,0.583,0.25,0.0,0.1,0.0,0.017,0.033,0.15,0.0,0.0,0.0,0.417,0.0,0.0,8,1,171.84521,7,0,168.03223,3.883,1.5,1.599,0.117,0.183,0.216,1.8,1.533,0.267
2,0.033,0.0,0.0,0.0,0.35,0.0,0.0,0.05,0.466,0.0,0.0,0.0,0.167,0.0,0.0,0.0,0.0,0.017,0.233,0.367,0.0,8,1,173.4873,7,0,171.84521,1.683,0.35,0.516,0.167,0.0,0.017,0.233,0.417,0.983
3,0.0,0.0,0.0,0.0,0.017,0.0,0.0,0.017,0.283,0.0,0.067,0.0,0.516,0.033,0.133,0.0,0.033,0.0,0.0,0.4,0.0,8,1,174.94873,7,0,173.4873,1.499,0.017,0.3,0.583,0.199,0.033,0.2,0.417,0.849
4,0.033,0.0,0.0,0.0,0.0,0.0,0.067,0.0,0.0,0.05,0.916,0.2,0.0,0.0,0.0,0.0,0.0,0.117,0.117,0.0,0.0,8,1,176.41113,7,0,174.94873,1.5,0.0,0.067,1.166,0.0,0.167,1.1,0.2,0.0
5,0.083,0.0,0.0,0.0,0.0,0.117,0.383,0.0,0.0,0.466,0.033,0.0,0.0,0.0,0.0,0.017,0.0,0.0,0.0,0.383,0.1,8,1,177.95508,7,0,176.41113,1.582,0.0,0.5,0.499,0.017,0.583,0.416,0.4,0.1
0,1.599,0.317,2.299,1.05,0.0,0.766,1.533,3.182,0.433,3.149,5.681,1.116,0.0,0.017,0.217,0.55,0.0,0.0,0.3,0.2,0.0,9,1,213.4585,7,0,191.37743999999998,22.409,3.666,5.914,9.946,0.784,4.249,10.03,6.098,0.433
1,6.014,1.383,7.047,3.782,0.8,3.848,10.263,7.031,0.583,4.115,8.363,2.132,0.466,0.067,0.933,0.516,0.283,0.283,0.167,0.0,0.0,9,1,270.71338,7,0,213.4585,58.076,13.012,21.725,15.076,1.799,9.696,26.773,13.461,2.132
2,0.033,0.0,0.0,0.0,0.0,0.017,0.167,0.0,0.0,0.1,0.816,0.283,0.0,0.133,0.317,0.0,0.0,0.0,0.183,0.15,0.0,9,1,272.86523,7,0,270.71338,2.199,0.0,0.184,1.199,0.45,0.25,1.483,0.433,0.0
3,0.766,0.283,0.3,0.0,0.2,1.0,3.032,0.883,0.333,2.449,2.716,0.0,0.25,1.316,2.399,0.55,0.3,0.183,0.017,0.0,0.0,9,1,289.58984,7,0,272.86523,16.977,0.783,5.248,5.415,4.565,5.231,8.464,1.433,1.083
4,0.1,0.0,0.0,0.0,0.0,0.483,0.417,0.0,0.0,0.45,0.117,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.317,0.533,0.0,9,1,292.00487999999996,7,0,289.58984,2.467,0.0,0.9,0.567,0.05,0.933,0.901,0.533,0.0
5,0.033,0.0,0.0,0.0,0.0,0.0,0.05,0.333,0.0,0.0,0.766,0.117,0.0,0.0,0.417,0.217,0.0,0.0,0.117,0.233,0.0,9,1,294.23926,7,0,292.00487999999996,2.283,0.0,0.383,0.883,0.634,0.0,1.35,0.9,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.483,0.4,0.383,0.017,0.45,0.183,0.067,0.0,0.0,0.217,0.033,0.0,0.367,0.033,0.0,9,0,296.81836,7,0,294.23926,2.633,0.0,1.266,0.717,0.25,0.017,1.3,0.833,0.483
7,0.317,0.0,1.05,0.95,0.317,0.0,0.067,0.4,0.2,0.733,3.815,1.649,0.1,0.0,0.15,0.45,0.0,0.05,0.15,0.0,0.0,9,0,307.0542,7,0,296.81836,10.398,2.317,0.667,6.297,0.6,0.783,5.232,3.449,0.617
8,0.067,0.0,0.0,0.167,0.0,0.0,0.0,0.716,0.017,0.0,0.0,0.4,0.0,0.0,0.017,0.017,0.0,0.367,0.0,0.0,0.0,9,0,308.77881,7,0,307.0542,1.768,0.167,0.733,0.4,0.034,0.367,0.017,1.3,0.017
9,0.633,0.0,0.616,1.083,0.0,0.0,0.0,0.15,0.483,0.133,1.566,0.966,0.3,0.0,0.0,0.017,0.0,0.0,0.067,0.417,0.0,9,0,315.10449,7,0,308.77881,6.431,1.699,0.633,2.965,0.017,0.133,2.249,2.633,0.783
10,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017,0.666,0.433,0.0,0.0,0.067,0.1,0.0,0.383,0.0,0.0,0.0,9,0,316.74707,7,0,315.10449,1.683,0.0,0.0,1.116,0.167,0.4,0.733,0.533,0.0
0,0.283,0.0,0.017,0.183,0.4,0.0,1.533,1.633,0.033,0.0,0.083,0.233,0.3,0.0,0.033,0.017,0.0,0.0,0.516,0.033,0.0,10,1,344.36377000000005,7,0,339.15576,5.297,0.6,3.199,0.616,0.05,0.0,2.182,2.099,0.733
1,1.266,0.0,0.35,2.016,0.55,0.8,4.382,3.732,5.681,0.45,6.931,3.432,0.65,0.0,0.017,0.05,0.0,0.0,0.35,0.0,0.0,10,1,374.57617,7,0,344.36377000000005,30.657,2.916,14.595,11.463,0.067,1.25,12.03,9.23,6.881
2,0.35,0.017,2.199,0.716,0.0,0.0,0.4,0.1,0.0,0.0,0.483,1.783,0.65,0.0,0.0,0.0,0.0,0.0,0.033,0.333,0.033,10,1,381.55859,7,0,374.57617,7.097,2.932,0.5,2.916,0.0,0.017,3.115,2.932,0.683
3,0.05,0.083,0.483,0.433,0.017,0.05,0.217,0.383,0.2,0.0,0.267,0.083,0.167,0.0,0.017,0.033,0.0,0.0,0.383,0.067,0.0,10,1,384.43359,7,0,381.55859,2.933,1.016,0.85,0.517,0.05,0.133,1.367,0.999,0.384
4,0.167,0.0,0.0,0.0,0.0,0.0,0.75,0.3,0.083,0.0,0.333,0.367,0.133,0.0,0.017,0.05,0.0,0.0,0.2,0.1,0.0,10,1,386.88184,7,0,384.43359,2.5,0.0,1.133,0.833,0.067,0.0,1.3,0.817,0.216
5,0.3,0.0,0.167,0.0,0.0,0.05,1.549,1.066,0.283,0.067,0.716,0.05,0.0,0.1,0.167,0.0,0.0,0.033,0.25,0.0,0.0,10,1,391.59668,7,0,386.88184,4.798,0.167,2.948,0.833,0.267,0.25,2.849,1.116,0.283
6,0.933,0.0,0.7,2.332,1.516,0.716,2.282,5.964,3.232,0.417,1.833,0.516,0.633,0.017,1.316,0.067,0.083,0.0,0.317,0.0,0.0,10,0,414.13721,7,0,391.59668,22.874,4.548,12.194,3.399,1.483,1.15,6.448,8.879,5.464
7,0.1,0.0,0.233,0.417,0.0,0.0,0.0,0.033,0.0,0.0,0.017,0.4,0.0,0.0,0.0,0.033,0.0,0.0,0.067,0.183,0.0,10,0,415.58252000000005,7,0,414.13721,1.483,0.65,0.033,0.417,0.033,0.0,0.317,1.066,0.0
8,0.0,0.033,0.067,0.0,0.0,0.566,0.367,0.35,0.0,0.35,1.649,0.866,0.0,0.133,0.4,0.183,0.0,0.0,0.033,0.317,0.0,10,0,420.80762000000004,7,0,415.58252000000005,5.314,0.1,1.283,2.865,0.716,1.082,2.516,1.716,0.0
9,0.033,0.0,0.0,0.0,0.0,0.5,0.45,0.633,0.317,0.283,0.167,0.15,0.0,0.0,0.033,0.0,0.0,0.25,0.0,0.0,0.0,10,0,423.56885,7,0,420.80762000000004,2.816,0.0,1.9,0.6,0.033,1.033,0.65,0.783,0.317
10,0.017,0.0,0.0,0.3,0.217,0.0,0.067,0.85,0.017,0.017,1.716,0.866,0.15,0.367,2.416,0.05,0.283,0.0,0.483,0.017,0.0,10,0,431.27245999999997,7,0,423.56885,7.833,0.517,0.934,2.749,3.116,0.384,4.682,2.083,0.667
11,0.033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017,0.933,0.1,0.0,0.333,0.083,0.0,0.0,10,0,432.73485999999997,7,0,431.27245999999997,1.499,0.0,0.0,0.0,1.05,0.35,1.016,0.1,0.0
0,0.033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.283,0.033,0.0,0.033,0.05,0.0,0.0,0.0,0.283,0.0,0.0,11,1,463.27588,7,0,461.94629000000003,1.365,0.0,0.0,0.966,0.083,0.683,0.616,0.033,0.0
1,1.116,0.0,0.283,0.133,0.0,0.0,5.098,1.566,0.117,3.082,3.182,2.016,0.283,0.75,0.167,0.0,0.0,0.283,0.167,0.0,0.0,11,1,481.24902000000003,7,0,463.27588,18.243,0.416,6.781,8.563,0.917,4.115,8.897,3.715,0.4
2,0.067,0.0,0.0,0.0,0.0,0.0,0.3,0.05,0.0,0.816,0.2,0.0,0.0,0.017,0.0,0.0,0.0,0.0,0.55,0.017,0.0,11,1,483.2207,7,0,481.24902000000003,2.017,0.0,0.35,1.016,0.017,0.833,1.05,0.067,0.0
3,0.017,0.35,0.167,0.0,0.0,0.533,0.716,0.0,0.0,0.766,0.083,0.317,0.0,0.0,0.0,0.0,0.0,0.1,0.367,0.017,0.0,11,1,486.58887000000004,7,0,483.2207,3.433,0.517,1.249,1.166,0.0,1.749,1.333,0.334,0.0
4,0.367,0.0,0.583,0.0,0.0,0.067,2.332,0.566,0.3,0.1,0.7,0.067,0.0,0.233,0.017,0.0,0.0,0.033,0.217,0.0,0.0,11,1,492.07665999999995,7,0,486.58887000000004,5.582,0.583,3.265,0.867,0.25,0.433,3.849,0.633,0.3
5,0.017,0.0,0.0,0.3,0.0,0.0,0.0,0.466,0.0,0.0,0.483,0.566,0.0,0.25,0.25,0.017,0.0,0.0,0.0,0.283,0.05,11,1,494.70459000000005,7,0,492.07665999999995,2.682,0.3,0.466,1.049,0.517,0.25,0.733,1.632,0.05
6,0.067,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.083,0.566,0.183,0.0,0.0,0.017,0.0,0.0,0.067,0.3,0.0,11,0,496.29883,7,0,494.70459000000005,1.633,0.0,0.35,0.832,0.017,0.0,0.15,1.233,0.183
7,0.35,0.0,0.5,0.1,0.0,0.0,0.466,0.0,0.466,0.0,0.35,0.0,0.167,0.033,0.0,0.0,0.0,0.317,0.017,0.0,0.0,11,0,499.00928,7,0,496.29883,2.766,0.6,0.932,0.517,0.033,0.35,1.333,0.1,0.633
8,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.083,0.466,0.0,0.0,0.067,0.083,0.133,0.233,0.716,0.033,0.233,0.0,0.0,0.0,11,0,501.02979000000005,7,0,499.00928,2.064,0.0,0.549,0.15,1.115,0.366,0.233,0.866,0.582
9,0.083,0.0,0.0,0.033,0.45,0.0,0.0,0.1,0.233,0.0,0.0,0.1,0.267,0.0,0.0,0.0,0.0,0.0,0.0,0.183,0.117,11,0,502.55762000000004,7,0,501.02979000000005,1.566,0.483,0.333,0.367,0.0,0.0,0.0,0.416,1.067
0,2.949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.367,0.167,0.05,0.0,0.0,0.033,0.0,0.067,0.1,0.083,0.0,1,1,33.875,8,0,29.92969,4.016,0.0,0.0,0.784,0.033,0.267,0.467,0.283,0.05
0,0.033,0.0,0.0,0.233,0.1,0.0,0.0,0.566,0.583,0.0,0.0,0.283,0.367,0.0,0.017,0.1,0.05,0.0,0.516,0.0,0.0,2,1,44.57031,8,0,41.78125,2.848,0.333,1.149,0.65,0.167,0.0,0.533,1.182,1.1
0,0.7,0.133,0.033,0.383,0.0,0.167,0.233,0.35,0.0,0.0,0.2,0.183,0.0,0.0,0.1,0.233,0.0,0.083,0.167,0.067,0.0,3,1,54.32813,8,0,51.35938,3.032,0.549,0.75,0.383,0.333,0.383,0.733,1.216,0.0
0,0.167,0.0,0.0,0.0,0.0,0.167,0.0,0.0,0.0,0.317,0.033,0.0,0.0,0.25,0.933,0.5,0.0,0.05,0.367,0.183,0.0,4,1,63.54688,8,0,60.64063,2.967,0.0,0.167,0.35,1.683,0.784,1.333,0.683,0.0
0,1.883,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017,0.0,0.0,0.0,0.0,0.0,0.0,5,1,75.375,8,0,73.46875,1.95,0.05,0.0,0.0,0.017,0.0,0.067,0.0,0.0
1,0.35,0.0,0.033,0.383,0.0,0.0,0.0,0.3,0.0,0.017,0.0,0.133,0.15,0.0,0.0,0.15,0.167,0.167,0.25,0.0,0.0,5,1,77.42969000000001,8,0,75.375,2.1,0.416,0.3,0.3,0.317,0.184,0.283,0.966,0.317
2,0.533,0.0,0.117,0.067,0.0,0.133,0.516,0.516,0.0,0.117,0.383,0.383,0.0,0.0,0.15,0.05,0.0,0.083,0.067,0.033,0.0,5,1,80.51563,8,0,77.42969000000001,3.148,0.184,1.165,0.883,0.2,0.333,1.233,1.049,0.0
3,0.2,0.0,0.0,0.0,0.0,0.466,0.766,0.6,0.05,0.0,0.067,0.0,0.0,0.05,0.033,0.0,0.0,0.25,0.65,0.05,0.0,5,1,83.64063,8,0,80.51563,3.182,0.0,1.882,0.067,0.083,0.766,1.516,0.65,0.05
4,0.117,0.0,0.0,0.0,0.0,0.267,0.1,0.033,0.0,0.233,0.683,0.483,0.0,0.117,0.05,0.0,0.0,0.0,0.233,0.2,0.15,5,1,86.25,8,0,83.64063,2.666,0.0,0.4,1.399,0.167,0.617,1.066,0.716,0.15
5,0.133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.4,0.433,0.0,0.183,0.45,0.0,0.0,5,1,88.25780999999999,8,0,86.25,2.049,0.0,0.0,0.0,1.283,0.633,0.85,0.433,0.0
0,0.1,0.0,0.0,0.0,0.0,0.0,0.05,0.233,0.0,0.033,0.466,0.3,0.0,0.083,0.317,0.317,0.183,0.0,0.05,0.217,0.233,6,1,104.17188,8,0,101.64844000000001,2.582,0.0,0.283,0.799,0.9,0.116,0.883,1.067,0.416
1,0.067,0.0,0.133,0.0,0.0,0.2,0.383,0.0,0.0,0.117,0.633,0.0,0.0,0.0,0.183,0.0,0.0,0.217,0.2,0.0,0.0,6,1,106.26563,8,0,104.17188,2.133,0.133,0.583,0.75,0.183,0.534,1.532,0.0,0.0
2,0.133,0.0,0.0,0.0,0.0,0.367,1.283,0.2,0.283,0.0,0.1,0.0,0.0,0.0,0.0,0.167,0.1,0.1,0.3,0.0,0.0,6,1,109.23438,8,0,106.26563,3.033,0.0,2.133,0.1,0.267,0.467,1.683,0.367,0.383
3,1.816,1.399,0.816,0.4,0.133,0.05,0.167,0.317,0.117,0.45,0.916,0.333,0.0,0.15,0.367,0.083,0.0,0.317,0.033,0.0,0.0,6,1,116.97656,8,0,109.23438,7.864,2.748,0.651,1.699,0.6,2.366,2.299,1.133,0.25
4,2.699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1,119.61719,8,0,116.97656,2.699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.3,0.0,0.0,0.0,0.0,0.0,0.1,0.833,0.0,1.216,0.6,0.167,0.15,0.0,0.033,0.133,0.083,0.15,0.183,0.0,0.0,6,1,123.5,8,0,119.61719,3.948,0.0,0.933,2.133,0.249,1.366,0.916,1.133,0.233
6,0.05,0.133,0.317,0.15,0.0,0.0,0.1,0.383,0.05,0.0,0.0,0.1,0.283,0.0,0.05,0.283,0.033,0.0,0.05,0.383,0.167,6,0,125.97656,8,0,123.5,2.532,0.6,0.533,0.383,0.366,0.133,0.517,1.299,0.533
0,1.233,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017,0.05,0.0,0.0,0.183,0.15,0.0,0.0,0.0,0.05,0.25,0.233,7,1,135.75,8,0,133.39063000000002,2.416,0.25,0.0,0.067,0.333,0.45,0.25,0.25,0.233
1,0.083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017,0.0,0.0,0.75,0.533,0.566,0.0,0.183,0.1,0.0,0.0,7,1,137.9375,8,0,135.75,2.232,0.0,0.0,0.017,1.849,0.933,0.65,0.566,0.0
2,0.25,0.267,0.067,0.1,0.0,0.117,0.616,0.317,0.117,0.383,0.783,0.433,0.233,0.017,0.1,0.367,0.283,0.0,0.333,0.217,0.0,7,1,142.85156,8,0,137.9375,5.0,0.434,1.167,1.832,0.767,0.784,1.899,1.434,0.633
3,0.566,0.0,0.0,0.0,0.0,0.0,0.05,0.133,0.0,0.433,1.916,0.95,0.0,0.017,0.0,0.0,0.0,0.133,0.0,0.0,0.0,7,1,146.97656,8,0,142.85156,4.198,0.0,0.183,3.299,0.017,0.583,1.966,1.083,0.0
4,0.7,0.4,0.483,0.0,0.0,0.15,0.2,0.0,0.0,0.133,0.233,0.0,0.0,0.033,0.167,0.0,0.0,0.0,0.083,0.466,0.083,7,1,150.04688000000002,8,0,146.97656,3.131,0.883,0.35,0.366,0.2,0.716,1.166,0.466,0.083
5,0.283,0.3,0.916,0.367,0.0,0.0,0.017,0.033,0.0,0.0,0.0,0.0,0.0,0.033,0.017,0.0,0.0,0.05,0.4,0.0,0.0,7,1,152.41406,8,0,150.04688000000002,2.416,1.583,0.05,0.0,0.05,0.383,1.35,0.4,0.0
0,0.7,0.05,0.0,0.0,0.0,0.583,0.466,0.317,0.0,1.366,0.45,0.15,0.0,0.083,0.067,0.117,0.0,0.017,0.3,0.3,0.017,8,1,167.53906,8,0,162.64844,4.983,0.05,1.366,1.966,0.267,2.099,1.283,0.884,0.017
1,0.067,0.067,0.483,0.033,0.0,0.483,0.633,0.0,0.0,0.183,0.35,0.0,0.0,0.0,0.133,0.0,0.0,0.083,0.5,0.0,0.0,8,1,170.5,8,0,167.53906,3.015,0.583,1.116,0.533,0.133,0.816,2.099,0.033,0.0
2,0.033,0.067,0.683,0.383,0.0,0.0,0.067,0.3,0.017,0.0,0.033,0.0,0.0,0.0,0.0,0.033,0.0,0.167,0.167,0.15,0.3,8,1,172.85156,8,0,170.5,2.4,1.133,0.384,0.033,0.033,0.234,0.95,0.866,0.317
3,0.017,0.0,0.0,0.583,0.167,0.0,0.0,0.666,0.0,0.0,0.0,0.017,0.0,0.0,0.033,0.0,0.0,0.05,0.483,0.0,0.0,8,1,174.82031,8,0,172.85156,2.016,0.75,0.666,0.017,0.033,0.05,0.516,1.266,0.167
4,0.283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033,0.417,0.0,0.3,0.8,0.483,0.0,0.4,0.017,0.0,0.0,8,1,177.5,8,0,174.82031,2.733,0.0,0.0,0.45,1.583,0.7,0.85,0.9,0.0
5,0.033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.466,1.016,0.35,0.0,0.0,0.033,0.0,0.0,0.0,0.067,0.633,0.0,8,1,180.04688000000002,8,0,177.5,2.598,0.0,0.0,1.832,0.033,0.466,1.116,0.983,0.0
0,1.399,0.6,0.0,0.0,0.0,2.066,1.849,0.033,0.0,0.367,0.067,0.25,0.0,0.017,0.0,0.0,0.0,0.217,0.033,0.0,0.0,9,1,204.67188000000002,8,0,197.88281,6.898,0.6,3.948,0.684,0.017,3.267,1.949,0.283,0.0
1,0.183,0.0,0.0,0.0,0.0,0.283,0.55,0.533,0.05,0.0,0.033,0.017,0.0,0.0,0.0,0.0,0.0,0.117,0.133,0.017,0.0,9,1,206.54688000000002,8,0,204.67188000000002,1.916,0.0,1.416,0.05,0.0,0.4,0.716,0.567,0.05
2,0.35,0.833,0.283,0.0,0.0,1.583,0.816,0.4,0.033,0.183,0.117,0.0,0.0,0.017,0.0,0.0,0.0,0.0,0.117,0.333,0.0,9,1,211.52344,8,0,206.54688000000002,5.065,1.116,2.832,0.3,0.017,2.616,1.333,0.733,0.033
3,2.599,0.333,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.117,0.267,0.0,0.0,0.217,0.117,0.017,0.0,0.0,0.0,0.0,0.0,9,1,215.41406,8,0,211.52344,3.967,0.333,0.3,0.384,0.351,0.967,0.384,0.017,0.0
4,2.566,0.067,0.017,0.0,0.0,1.1,0.516,0.1,0.0,0.616,1.166,0.033,0.0,1.166,1.349,0.65,0.1,0.1,0.0,0.0,0.0,9,1,224.8125,8,0,215.41406,9.546,0.084,1.716,1.815,3.265,3.049,3.048,0.783,0.1
5,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.083,0.0,0.0,0.0,0.733,0.183,0.0,0.2,0.233,0.333,0.083,9,1,226.67188,8,0,224.8125,1.898,0.0,0.0,0.083,0.916,0.2,1.049,0.516,0.083
6,0.583,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.566,0.1,0.167,0.0,0.117,0.033,0.317,0.0,0.167,0.15,0.183,0.0,9,0,229.10156,8,0,226.67188,2.483,0.0,0.1,0.833,0.467,0.95,0.283,0.667,0.0
7,1.933,0.033,0.017,0.0,0.0,0.2,1.266,0.566,0.0,1.583,1.599,1.1,0.0,0.0,0.283,0.683,0.017,0.0,0.0,0.0,0.0,9,0,238.23438,8,0,229.10156,9.28,0.05,2.032,4.282,0.983,1.816,3.165,2.349,0.017
8,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.083,0.0,0.483,1.349,0.05,0.033,0.0,0.4,0.0,0.083,0.067,0.3,0.0,9,0,241.39063,8,0,238.23438,3.215,0.0,0.283,1.882,0.433,0.116,0.55,2.249,0.133
9,0.067,0.0,0.0,0.0,0.0,0.0,0.033,0.267,0.0,0.1,0.733,1.083,0.0,0.033,0.167,0.417,0.083,0.133,0.15,0.0,0.0,9,0,244.59375,8,0,241.39063,3.266,0.0,0.3,1.916,0.7,0.266,1.083,1.767,0.083
10,0.083,0.0,0.3,0.017,0.0,0.0,0.35,0.75,0.017,0.0,0.183,0.383,0.1,0.0,0.133,0.083,0.0,0.117,0.283,0.167,0.0,9,0,247.5,8,0,244.59375,2.966,0.317,1.117,0.666,0.216,0.117,1.249,1.4,0.117
11,0.083,0.0,0.183,0.217,0.0,0.0,0.0,0.6,0.117,0.0,0.033,0.167,0.1,0.0,0.0,0.033,0.0,0.0,0.0,0.083,0.283,9,0,249.35938,8,0,247.5,1.899,0.4,0.717,0.3,0.033,0.0,0.216,1.1,0.5
0,0.1,0.0,0.15,0.5,0.0,0.117,0.067,0.183,0.0,0.0,0.033,0.0,0.0,0.0,0.033,0.017,0.0,0.133,0.4,0.117,0.133,10,1,261.46875,8,0,259.52344,1.983,0.65,0.367,0.033,0.05,0.25,0.683,0.817,0.133
1,0.716,0.0,0.033,0.233,0.0,0.733,0.45,0.4,0.0,0.017,0.0,0.0,0.0,0.017,0.0,0.0,0.0,0.2,0.0,0.0,0.0,10,1,264.21094,8,0,261.46875,2.799,0.266,1.583,0.017,0.017,0.967,0.483,0.633,0.0
2,1.0,0.916,0.65,0.0,0.0,1.05,0.117,0.0,0.0,0.283,0.15,0.0,0.0,0.017,0.0,0.0,0.0,0.267,0.0,0.0,0.0,10,1,268.57813,8,0,264.21094,4.45,1.566,1.167,0.433,0.017,2.533,0.917,0.0,0.0
3,0.05,0.75,0.033,0.0,0.0,0.417,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.167,0.083,0.3,0.0,10,1,270.48438,8,0,268.57813,1.95,0.783,0.417,0.1,0.05,1.484,0.116,0.3,0.0
4,0.117,0.133,0.117,0.0,0.0,0.6,0.117,0.0,0.0,0.2,0.033,0.0,0.0,0.433,0.017,0.0,0.0,0.0,0.0,0.133,0.233,10,1,272.57031,8,0,270.48438,2.133,0.25,0.717,0.233,0.45,1.366,0.284,0.133,0.233
5,5.648,0.0,0.283,0.133,0.0,1.833,3.115,0.816,0.0,3.132,0.9,0.267,0.0,0.683,0.05,0.0,0.0,0.033,0.0,0.0,0.217,10,1,289.42969,8,0,272.57031,17.11,0.416,5.764,4.299,0.733,5.681,4.348,1.216,0.217
6,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.25,0.017,0.0,0.0,0.133,0.0,0.0,0.0,10,0,291.13281,8,0,289.42969,1.75,0.0,0.0,0.1,0.267,0.483,0.017,0.0,0.0
7,0.483,0.0,0.0,0.0,0.0,0.0,0.117,0.233,0.0,0.9,0.766,0.267,0.0,0.0,0.017,0.0,0.0,0.033,0.367,0.067,0.0,10,0,294.32031,8,0,291.13281,3.25,0.0,0.35,1.933,0.017,0.933,1.267,0.567,0.0
8,0.133,0.0,0.0,0.0,0.017,0.0,0.0,0.25,0.133,0.0,0.25,0.433,0.05,0.0,0.067,0.0,0.0,0.367,0.0,0.0,0.0,10,0,295.98438,8,0,294.32031,1.7,0.017,0.383,0.733,0.067,0.367,0.317,0.683,0.2
9,0.583,0.0,0.067,0.2,0.0,0.0,0.333,0.267,0.0,0.0,0.633,0.333,0.0,0.6,0.616,0.033,0.0,0.15,0.0,0.0,0.0,10,0,299.72656,8,0,295.98438,3.815,0.267,0.6,0.966,1.249,0.75,1.649,0.833,0.0
10,6.497,0.367,0.083,0.333,0.65,0.533,1.083,0.417,0.033,3.682,1.483,0.533,0.283,0.05,0.183,0.117,0.0,0.017,0.033,0.0,0.0,10,0,315.85938,8,0,299.72656,16.377,1.433,2.066,5.981,0.35,4.649,2.865,1.4,0.966
11,4.115,0.183,0.267,0.65,0.017,0.683,1.166,1.466,0.0,0.0,0.0,0.017,0.0,0.0,0.233,0.05,0.0,0.133,0.317,0.133,0.0,10,0,325.14063,8,0,315.85938,9.43,1.117,3.315,0.017,0.283,0.999,1.983,2.316,0.017
12,0.017,0.0,0.017,0.333,0.0,0.0,0.017,0.583,0.0,0.0,0.033,0.0,0.0,0.0,0.083,0.017,0.0,0.0,0.017,0.267,0.233,10,0,326.71875,8,0,325.14063,1.617,0.35,0.6,0.033,0.1,0.0,0.167,1.2,0.233
13,0.1,0.0,0.067,0.0,0.0,0.15,0.6,0.683,0.0,0.033,0.017,0.0,0.0,0.033,0.0,0.0,0.0,0.233,0.2,0.0,0.0,10,0,328.79688,8,0,326.71875,2.116,0.067,1.433,0.05,0.033,0.449,0.884,0.683,0.0
14,0.616,0.183,0.433,0.0,0.0,2.166,1.666,0.0,0.0,1.166,0.916,0.0,0.0,0.033,0.0,0.0,0.0,0.05,0.117,0.133,0.0,10,0,336.15625,8,0,328.79688,7.479,0.616,3.832,2.082,0.033,3.598,3.132,0.133,0.0
